abstract_sku,concrete_sku,name.en_US,name.de_DE,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,is_quantity_splittable
SPORTS509,SPORTS509C,"Breathable Fitness Leggings Men's","Breathable Fitness Leggings Men's","Breathable Fitness Leggings Men's | Our design teams have thrown everything into creating these comfortable, opaque fitness leggings that let you move freely!, Looking for comfortable, opaque leggings? These responsibly designed leggings are just what you're after! Their durability makes them the perfect partner for regular workouts., Moisture wicking, Breathable, quick-drying fabric: we thought of everything to keep you dry!, Freedom of movement, Specially designed to guarantee freedom of movement!, Quick dry, To make your life easier, this product dries quickly and needs no ironing.","Breathable Fitness Leggings Men's | Our design teams have thrown everything into creating these comfortable, opaque fitness leggings that let you move freely!, Looking for comfortable, opaque leggings? These responsibly designed leggings are just what you're after! Their durability makes them the perfect partner for regular workouts., Moisture wicking, Breathable, quick-drying fabric: we thought of everything to keep you dry!, Freedom of movement, Specially designed to guarantee freedom of movement!, Quick dry, To make your life easier, this product dries quickly and needs no ironing.",1,1,0
SPORTS510,SPORTS510C,"Domyos 520 Thick Yoga Exercise Mat 67"" x 24"" x 8mm","Domyos 520 Thick Yoga Exercise Mat 67"" x 24"" x 8mm","Domyos 520 Thick Yoga Exercise Mat 67"" x 24"" x 8mm | Made for cardio and high-intensity strength training, the M Tonemat has a very grippy exterior inspired by basketballs., - Its basketball-inspired grip- Its ultra-comfortable design- Its perfect size: 66.9"" x 24.4"" x 8 mm- Center line for easy alignment!- Great for a home gym, User comfort, It's so comfortable due to its thickness (8mm) and dimensions (170cm x 62cm)., Grip, Technology borrowed from the basketball for an INCREDIBLE grip!","Domyos 520 Thick Yoga Exercise Mat 67"" x 24"" x 8mm | Made for cardio and high-intensity strength training, the M Tonemat has a very grippy exterior inspired by basketballs., - Its basketball-inspired grip- Its ultra-comfortable design- Its perfect size: 66.9"" x 24.4"" x 8 mm- Center line for easy alignment!- Great for a home gym, User comfort, It's so comfortable due to its thickness (8mm) and dimensions (170cm x 62cm)., Grip, Technology borrowed from the basketball for an INCREDIBLE grip!",1,1,0
SPORTS511,SPORTS511C,"Breathable Curved Hem Workout T-Shirt Women's","Breathable Curved Hem Workout T-Shirt Women's","Breathable Curved Hem Workout T-Shirt Women's | A technical short sleeve T-shirt designed especially for plus sizes that's great for any type of sports activity., This light, breathable T-shirt has a shaped fit and sleeves that cover your arms well to flatter any figure., Stretchy, Get moving! This tank top was designed for total freedom of movement., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Lightweight, Maximum comfort from the lightweight, draping, and stretchy fabric.","Breathable Curved Hem Workout T-Shirt Women's | A technical short sleeve T-shirt designed especially for plus sizes that's great for any type of sports activity., This light, breathable T-shirt has a shaped fit and sleeves that cover your arms well to flatter any figure., Stretchy, Get moving! This tank top was designed for total freedom of movement., Moisture wicking, The breathable fabric dries quickly to keep you comfy while working out!, Lightweight, Maximum comfort from the lightweight, draping, and stretchy fabric.",1,1,0
SPORTS512,SPORTS512C,"Forclaz Trek 900, Long Sleeved Merino Wool Hiking T-Shirt, Men's","Forclaz Trek 900, Long Sleeved Merino Wool Hiking T-Shirt, Men's","Forclaz Trek 900, Long Sleeved Merino Wool Hiking T-Shirt, Men's | Our team of backpacking enthusiasts developed this T-shirt specifically for cold weather thanks its Merino wool composition!, Merino wool and microfleece hybrid T-shirt made with the right materials in the right places. Undergarment for use in cold weather., Odor control, Merino wool naturally helps prevent unpleasant odors., Warmth, Merino wool T-shirt for extra warmth on your base layer, Abrasion resistant, Microgrid fleece in the areas exposed to the friction of the backpack., Moisture wicking, The high absorbency of wool helps keep the body dry, Freedom of movement, Added spandex for even more stretch and comfort of the fabric., Weight, The T-shirt weighs just 9.2 oz in size M. Fabric 7.4 oz/m2., Softness, Ultra-fine (18.5 microns), super soft merino wool. Non-itch.","Forclaz Trek 900, Long Sleeved Merino Wool Hiking T-Shirt, Men's | Our team of backpacking enthusiasts developed this T-shirt specifically for cold weather thanks its Merino wool composition!, Merino wool and microfleece hybrid T-shirt made with the right materials in the right places. Undergarment for use in cold weather., Odor control, Merino wool naturally helps prevent unpleasant odors., Warmth, Merino wool T-shirt for extra warmth on your base layer, Abrasion resistant, Microgrid fleece in the areas exposed to the friction of the backpack., Moisture wicking, The high absorbency of wool helps keep the body dry, Freedom of movement, Added spandex for even more stretch and comfort of the fabric., Weight, The T-shirt weighs just 9.2 oz in size M. Fabric 7.4 oz/m2., Softness, Ultra-fine (18.5 microns), super soft merino wool. Non-itch.",1,1,0
SPORTS513,SPORTS513C,"SE100 Easy Basketball Shoes '","SE100 Easy Basketball Shoes '","SE100 Easy Basketball Shoes ' | These kids' basketball shoes were designed for young beginner basketball players., This basketball shoe's elastics and rip-tab make it easy for kids to put on and take off on their own. Foot is supported with laces that won't come undo on the court., Easy to put on, No more laces to tie up! Quick and easy for kids to put on!, Fit, The shoe's high-rise upper and rip-tab firmly support kids' feet., Cushioning, Sole with injection-molded foam (EVA) heel.","SE100 Easy Basketball Shoes ' | These kids' basketball shoes were designed for young beginner basketball players., This basketball shoe's elastics and rip-tab make it easy for kids to put on and take off on their own. Foot is supported with laces that won't come undo on the court., Easy to put on, No more laces to tie up! Quick and easy for kids to put on!, Fit, The shoe's high-rise upper and rip-tab firmly support kids' feet., Cushioning, Sole with injection-molded foam (EVA) heel.",1,1,0
SPORTS514,SPORTS514C,"Warm Gym Hoodie '","Warm Gym Hoodie '","Warm Gym Hoodie ' | This hoodie was designed for staying warm before, during, and after low-intensity gym activities., This warm sweatshirt has a hood, a large pocket on the front, and a very modern print design.Ideal for gym warm-ups and stretches., Moisture wicking, Fabric made with cotton that holds dampness and dries slowly, Warmth, A brushed jersey hooded sweatshirt to keep you nice and warm, Stretchy, Naturally stretchy fabric for easy dressing, Softness, A fleecy fabric for extra softness","Warm Gym Hoodie ' | This hoodie was designed for staying warm before, during, and after low-intensity gym activities., This warm sweatshirt has a hood, a large pocket on the front, and a very modern print design.Ideal for gym warm-ups and stretches., Moisture wicking, Fabric made with cotton that holds dampness and dries slowly, Warmth, A brushed jersey hooded sweatshirt to keep you nice and warm, Stretchy, Naturally stretchy fabric for easy dressing, Softness, A fleecy fabric for extra softness",1,1,0
SPORTS515,SPORTS515C,"Women's Long-Sleeved Zip Shirt Run Dry","Women's Long-Sleeved Zip Shirt Run Dry","Women's Long-Sleeved Zip Shirt Run Dry | women running in cool or lukewarm weather seeking a breathable long-sleeved jersey., A breathable and covering long-sleeved jersey with half-zipper to run all the year!, Moisture wicking, The fabric wicks perspiration away to keep you dry., Softness, A mix of polyester and spandex gives a cotton-like softness, Ventilation, Mesh under the arms and half-zip to enhance air circulation.","Women's Long-Sleeved Zip Shirt Run Dry | women running in cool or lukewarm weather seeking a breathable long-sleeved jersey., A breathable and covering long-sleeved jersey with half-zipper to run all the year!, Moisture wicking, The fabric wicks perspiration away to keep you dry., Softness, A mix of polyester and spandex gives a cotton-like softness, Ventilation, Mesh under the arms and half-zip to enhance air circulation.",1,1,0
SPORTS516,SPORTS516C,"Btwin UC100 High Visibility and Waterproof City Bike Rain Jacket Women's","Btwin UC100 High Visibility and Waterproof City Bike Rain Jacket Women's","Btwin UC100 High Visibility and Waterproof City Bike Rain Jacket Women's | Occasionally cycling in town and wanting to protect yourself from an unexpected rain shower or gust of wind, while being seen. This jacket 100 is made for you!, Don't get caught out by light showers. Your waterproof jacket is packed away and stored in your bag to go with you everywhere. Side zippers keep you well ventilated., Waterproof, Staying dry for 2 hour while out riding thanks to taped seams and the hood., Ventilation, Vents on the sides to let the air in, Visibility, Be visible during the day from 360° with its PPE-certified neon color., Compact design, Can be taken anywhere by folding it into its back pocket., Windproof, Protect yourself from the wind thanks to the coated fabric, Lightweight, Take it anywhere with you—it weighs only 10.6 oz (in size M).","Btwin UC100 High Visibility and Waterproof City Bike Rain Jacket Women's | Occasionally cycling in town and wanting to protect yourself from an unexpected rain shower or gust of wind, while being seen. This jacket 100 is made for you!, Don't get caught out by light showers. Your waterproof jacket is packed away and stored in your bag to go with you everywhere. Side zippers keep you well ventilated., Waterproof, Staying dry for 2 hour while out riding thanks to taped seams and the hood., Ventilation, Vents on the sides to let the air in, Visibility, Be visible during the day from 360° with its PPE-certified neon color., Compact design, Can be taken anywhere by folding it into its back pocket., Windproof, Protect yourself from the wind thanks to the coated fabric, Lightweight, Take it anywhere with you—it weighs only 10.6 oz (in size M).",1,1,0
SPORTS517,SPORTS517C,"100 Girls' Warm Hooded Gym Jacket - Mid Grey/Black Hood","100 Girls' Warm Hooded Gym Jacket - Mid Grey/Black Hood","100 Girls' Warm Hooded Gym Jacket - Mid Grey/Black Hood | This jacket is designed for staying warm before, during and after gentle gym activities where you don't work up much of a sweat., Slightly fitted at the waist and zipped, with a hood, pockets, a printed design and ribbed cuffs.Ideal for warming up or stretching during PE or sports classes.Quick to take off., Moisture wicking, Fabric made with cotton that holds dampness and dries slowly, Warmth, Fleece jacket keeps the body warm, Stretchy, Naturally stretchy fabric for easy dressing, Softness, A fleecy fabric for extra softness","100 Girls' Warm Hooded Gym Jacket - Mid Grey/Black Hood | This jacket is designed for staying warm before, during and after gentle gym activities where you don't work up much of a sweat., Slightly fitted at the waist and zipped, with a hood, pockets, a printed design and ribbed cuffs.Ideal for warming up or stretching during PE or sports classes.Quick to take off., Moisture wicking, Fabric made with cotton that holds dampness and dries slowly, Warmth, Fleece jacket keeps the body warm, Stretchy, Naturally stretchy fabric for easy dressing, Softness, A fleecy fabric for extra softness",1,1,0
SPORTS518,SPORTS518C,"Men's Skiing 2nd Layer 900","Men's Skiing 2nd Layer 900","Men's Skiing 2nd Layer 900 | Developed for skiers looking for a very warm, light, and compact skiing liner jacket., The down component makes this liner jacket light and warm. The stretch component gives you excellent freedom of movement when skiing., Warmth, Filling 85% down / 15% feathers on the body, stretch fleece arms (CUIN 600)., Breathability, Breathable component on the arms., Freedom of movement, A slim fit and stretch components for freedom of movement., Ventilation, Central zipper for regulating body temperature.","Men's Skiing 2nd Layer 900 | Developed for skiers looking for a very warm, light, and compact skiing liner jacket., The down component makes this liner jacket light and warm. The stretch component gives you excellent freedom of movement when skiing., Warmth, Filling 85% down / 15% feathers on the body, stretch fleece arms (CUIN 600)., Breathability, Breathable component on the arms., Freedom of movement, A slim fit and stretch components for freedom of movement., Ventilation, Central zipper for regulating body temperature.",1,1,0
SPORTS519,SPORTS519C,"Skiing 2nd Layer, Women's","Skiing 2nd Layer, Women's","Skiing 2nd Layer, Women's | Developed for skiers seeking a very warm, light, and compact base layer for under a ski jacket., The down component makes this liner jacket light and warm. The stretch component gives you excellent freedom of movement when skiing., Warmth, Fill 85% down / 15% feathers on the body, stretch fleece arms (CUIN 600)., Breathability, Breathable component on the arms., Freedom of movement, A slim fit and stretch components for freedom of movement., Ventilation, Central zipper for regulating body temperature.","Skiing 2nd Layer, Women's | Developed for skiers seeking a very warm, light, and compact base layer for under a ski jacket., The down component makes this liner jacket light and warm. The stretch component gives you excellent freedom of movement when skiing., Warmth, Fill 85% down / 15% feathers on the body, stretch fleece arms (CUIN 600)., Breathability, Breathable component on the arms., Freedom of movement, A slim fit and stretch components for freedom of movement., Ventilation, Central zipper for regulating body temperature.",1,1,0
SPORTS520,SPORTS520C,"Women's Trail Running Cropped Pants","Women's Trail Running Cropped Pants","Women's Trail Running Cropped Pants | Our design team of trail running enthusiasts created these cropped pants with carrying waistband for your training sessions and trail races in cool weather., These mid-calf pants are comfortable and practical. Take all your essentials unrestricted thanks to their 5 well-placed pockets. They are stable, well-supported and free of pressure points., Pockets, 5 pockets, 2 of which are zipped, ideal for your telephone and water flasks., Moisture wicking, Stay dry throughout your trail run, for greater comfort!, Stability, The cropped bottoms stay in place and support you perfectly while you run., Warmth, Ideal for running in temperatures between 5 and 15 degrees.","Women's Trail Running Cropped Pants | Our design team of trail running enthusiasts created these cropped pants with carrying waistband for your training sessions and trail races in cool weather., These mid-calf pants are comfortable and practical. Take all your essentials unrestricted thanks to their 5 well-placed pockets. They are stable, well-supported and free of pressure points., Pockets, 5 pockets, 2 of which are zipped, ideal for your telephone and water flasks., Moisture wicking, Stay dry throughout your trail run, for greater comfort!, Stability, The cropped bottoms stay in place and support you perfectly while you run., Warmth, Ideal for running in temperatures between 5 and 15 degrees.",1,1,0
SPORTS521,SPORTS521C,"Nyamba 500 Zip-Up Jacket Women's","Nyamba 500 Zip-Up Jacket Women's","Nyamba 500 Zip-Up Jacket Women's | This warm zip sweatshirt offers great value for money. Perfect for a stylish look at the gym - or anywhere else!, A simple, slightly fitted design makes it more feminine, with its soft, cozy fabric… Just one drawback: You won't want to take it off!, Freedom of movement, Naturally stretchy knit fabric., Softness, Long cotton fibers to guarantee softness., Warmth, Thick fabric and high collar.","Nyamba 500 Zip-Up Jacket Women's | This warm zip sweatshirt offers great value for money. Perfect for a stylish look at the gym - or anywhere else!, A simple, slightly fitted design makes it more feminine, with its soft, cozy fabric… Just one drawback: You won't want to take it off!, Freedom of movement, Naturally stretchy knit fabric., Softness, Long cotton fibers to guarantee softness., Warmth, Thick fabric and high collar.",1,1,0
SPORTS522,SPORTS522C,"Quechua MH T100, Category 3 Hiking Sunglasses, Kids'","Quechua MH T100, Category 3 Hiking Sunglasses, Kids'","Quechua MH T100, Category 3 Hiking Sunglasses, Kids' | Our optical engineers developed these sunglasses for outdoor activities in sunny weather for children aged 6 to 10, The anti-UV lenses block 100% of harmful rays in order to protect your child’s sensitive eyes. The wraparound shape protects your eyes, even at the sides., Coverage, Wraparound shape: light does not enter through the sides or from below., Sun protection, Category 3 lens – 100% UV filter: perfect for sunny weather, Lightweight, Only 26 g., Durability, Polycarbonate lenses made from high resistance plastic. 2-year warranty., Stability, The shape of the temples prevents the glasses from slipping on the face","Quechua MH T100, Category 3 Hiking Sunglasses, Kids' | Our optical engineers developed these sunglasses for outdoor activities in sunny weather for children aged 6 to 10, The anti-UV lenses block 100% of harmful rays in order to protect your child’s sensitive eyes. The wraparound shape protects your eyes, even at the sides., Coverage, Wraparound shape: light does not enter through the sides or from below., Sun protection, Category 3 lens – 100% UV filter: perfect for sunny weather, Lightweight, Only 26 g., Durability, Polycarbonate lenses made from high resistance plastic. 2-year warranty., Stability, The shape of the temples prevents the glasses from slipping on the face",1,1,0
SPORTS523,SPORTS523C,"Men's Cycling Short-Sleeve Jersey 900","Men's Cycling Short-Sleeve Jersey 900","Men's Cycling Short-Sleeve Jersey 900 | frequent cycling in warm/hot weather (rides of 3 hours or more)., This men's cycling jersey is highly breathable thanks to use of mesh on the underarms. Full-length zip, 5 pockets to keep items separate. Elasticated waistband. Regular fit., Breathability, Mesh fabric at underarms and sides. Full-length zipper for excellent ventilation, Freedom of movement, Regular fit. Elasticated waistband. Elasticated strips at the arms., Pockets, 4 back pockets, including 1 secure, and 1 side pocket for trash","Men's Cycling Short-Sleeve Jersey 900 | frequent cycling in warm/hot weather (rides of 3 hours or more)., This men's cycling jersey is highly breathable thanks to use of mesh on the underarms. Full-length zip, 5 pockets to keep items separate. Elasticated waistband. Regular fit., Breathability, Mesh fabric at underarms and sides. Full-length zipper for excellent ventilation, Freedom of movement, Regular fit. Elasticated waistband. Elasticated strips at the arms., Pockets, 4 back pockets, including 1 secure, and 1 side pocket for trash",1,1,0
SPORTS524,SPORTS524C,"Run Dry Running Pants","Run Dry Running Pants","Run Dry Running Pants | We designed these pants for men running in hot weather or during spring/autumn., Run connected with your smartphone pocket! These light, breathable jogging pants will quickly become essential for your running sessions. 2 comfortable hand pockets., Moisture wicking, The material absorbs and wicks away perspiration., Pockets, Has a smartphone pocket that protects it from body moisture., Quick dry, Synthetic fabric, dries quickly.","Run Dry Running Pants | We designed these pants for men running in hot weather or during spring/autumn., Run connected with your smartphone pocket! These light, breathable jogging pants will quickly become essential for your running sessions. 2 comfortable hand pockets., Moisture wicking, The material absorbs and wicks away perspiration., Pockets, Has a smartphone pocket that protects it from body moisture., Quick dry, Synthetic fabric, dries quickly.",1,1,0
SPORTS525,SPORTS525C,"Quechua Forclaz Trek 100 Fleece Hiking Tights","Quechua Forclaz Trek 100 Fleece Hiking Tights","Quechua Forclaz Trek 100 Fleece Hiking Tights | Our team of mountain backpacking enthusiasts developed these tights to adapt to nights spent bivouacking in cold weather, Ideal for wearing on arrival at your bivouac or refuge., Warmth, Polyester brushed microfleece, inside and out., Breathability, Polyester knit: lets through water vapor generated by the body (RET=6.3), Easy to maintain, Creaseproof. Machine washable. Quick-drying, Weight, Only 8.8 oz. in size M. Microfleece with 4.9 oz/m2 density","Quechua Forclaz Trek 100 Fleece Hiking Tights | Our team of mountain backpacking enthusiasts developed these tights to adapt to nights spent bivouacking in cold weather, Ideal for wearing on arrival at your bivouac or refuge., Warmth, Polyester brushed microfleece, inside and out., Breathability, Polyester knit: lets through water vapor generated by the body (RET=6.3), Easy to maintain, Creaseproof. Machine washable. Quick-drying, Weight, Only 8.8 oz. in size M. Microfleece with 4.9 oz/m2 density",1,1,0
SPORTS526,SPORTS526C,"Forclaz Travel 100, Merino Hiking T-Shirt, Women's","Forclaz Travel 100, Merino Hiking T-Shirt, Women's","Forclaz Travel 100, Merino Hiking T-Shirt, Women's | Our engineers developed this Merino wool T-shirt (70%) for traveling light and carrying relatively little clothing., This essential T-shirt will go with you everywhere on your travels. As it is made from majority Merino wool (70%), you can wear it for several days in a row without any bad odors, Odor control, The Merino wool (70%) naturally helps prevent unpleasant odors., Quick dry, The synthetic material (30% acrylic) speeds up drying., Weight, Jersey 5.5 oz/m², Merino wool 19.5 microns, Durability, The addition of a synthetic fiber reinforces the T-shirt's material., Moisture wicking, The material wicks away moisture produced by the body., Ecodesign, Merino wool is a renewable material.","Forclaz Travel 100, Merino Hiking T-Shirt, Women's | Our engineers developed this Merino wool T-shirt (70%) for traveling light and carrying relatively little clothing., This essential T-shirt will go with you everywhere on your travels. As it is made from majority Merino wool (70%), you can wear it for several days in a row without any bad odors, Odor control, The Merino wool (70%) naturally helps prevent unpleasant odors., Quick dry, The synthetic material (30% acrylic) speeds up drying., Weight, Jersey 5.5 oz/m², Merino wool 19.5 microns, Durability, The addition of a synthetic fiber reinforces the T-shirt's material., Moisture wicking, The material wicks away moisture produced by the body., Ecodesign, Merino wool is a renewable material.",1,1,0
SPORTS527,SPORTS527C,"Fouganza 900 Leather Horseback Riding Gloves Women's","Fouganza 900 Leather Horseback Riding Gloves Women's","Fouganza 900 Leather Horseback Riding Gloves Women's | Our equestrian designers created these leather gloves for advanced riders. They provide superior contact and comfort., Our 900 gloves offer superb contact with the reins! The thin, supple leather makes them very pleasant to wear., Freedom of movement, The supple leather makes these gloves very pleasant for riding., Moisture wicking, The mesh inserts improve perspiration wicking., Easy to put on, Elasticated wrist + velcro tab for adjusting it on the hand, Grip, The leather provides natural grip on the reins, even when wet., Abrasion resistant, There is extra padding where you hold the reins to limit rubbing.","Fouganza 900 Leather Horseback Riding Gloves Women's | Our equestrian designers created these leather gloves for advanced riders. They provide superior contact and comfort., Our 900 gloves offer superb contact with the reins! The thin, supple leather makes them very pleasant to wear., Freedom of movement, The supple leather makes these gloves very pleasant for riding., Moisture wicking, The mesh inserts improve perspiration wicking., Easy to put on, Elasticated wrist + velcro tab for adjusting it on the hand, Grip, The leather provides natural grip on the reins, even when wet., Abrasion resistant, There is extra padding where you hold the reins to limit rubbing.",1,1,0
SPORTS528,SPORTS528C,"Domyos FDE100, Fitness Cardio Training Tank Top, Men's","Domyos FDE100, Fitness Cardio Training Tank Top, Men's","Domyos FDE100, Fitness Cardio Training Tank Top, Men's | For starting or getting back into fitness workouts., A wardrobe staple for all your workout sessions. It wicks perspiration away in order to keep you dry, while also offering great freedom of movement., Freedom of movement, Special cut, fabric, and design for moving in all directions: Concept 360°., Moisture wicking, Fabric that wicks away perspiration and dries quickly to keep you dry.","Domyos FDE100, Fitness Cardio Training Tank Top, Men's | For starting or getting back into fitness workouts., A wardrobe staple for all your workout sessions. It wicks perspiration away in order to keep you dry, while also offering great freedom of movement., Freedom of movement, Special cut, fabric, and design for moving in all directions: Concept 360°., Moisture wicking, Fabric that wicks away perspiration and dries quickly to keep you dry.",1,1,0
SPORTS529,SPORTS529C,"FTS 500 Cardio Workout T-Shirt","FTS 500 Cardio Workout T-Shirt","FTS 500 Cardio Workout T-Shirt | For training regularly and reaching your goals., T-shirt made from very soft, breathable fabric for added comfort and technical features. Plus, the insert on the back and under the arms lets air circulate and removes unpleasant odors., Moisture wicking, Breathable, quick-drying fabric keeps you dry., Freedom of movement, 360° technology with a special cut and fabric for total freedom of movement., Odor control, Special fabric under the arms and on the back to prevent unpleasant odors., Ventilation, Mesh panel at the back for ventilation., Quick dry, To make life easier, this T-shirt dries quickly and needs no ironing","FTS 500 Cardio Workout T-Shirt | For training regularly and reaching your goals., T-shirt made from very soft, breathable fabric for added comfort and technical features. Plus, the insert on the back and under the arms lets air circulate and removes unpleasant odors., Moisture wicking, Breathable, quick-drying fabric keeps you dry., Freedom of movement, 360° technology with a special cut and fabric for total freedom of movement., Odor control, Special fabric under the arms and on the back to prevent unpleasant odors., Ventilation, Mesh panel at the back for ventilation., Quick dry, To make life easier, this T-shirt dries quickly and needs no ironing",1,1,0
SPORTS530,SPORTS530C,"Domyos FTS 120 Fitted Fitness T-Shirt","Domyos FTS 120 Fitted Fitness T-Shirt","Domyos FTS 120 Fitted Fitness T-Shirt | The ultimate short sleeve close-fitting T-shirt that is a must-have for practicing a sport., With a close-fitting cut that shows off your curves and lightweight breathable fabric, you're sure to fall in love!, Freedom of movement, Special cut, fabric, and design for moving in all directions: 360° technology, Moisture wicking, Breathable, quick-drying fabric keeps you dry., Lightweight, Lightweight and flowing fabric for maximum comfort.","Domyos FTS 120 Fitted Fitness T-Shirt | The ultimate short sleeve close-fitting T-shirt that is a must-have for practicing a sport., With a close-fitting cut that shows off your curves and lightweight breathable fabric, you're sure to fall in love!, Freedom of movement, Special cut, fabric, and design for moving in all directions: 360° technology, Moisture wicking, Breathable, quick-drying fabric keeps you dry., Lightweight, Lightweight and flowing fabric for maximum comfort.",1,1,0
SPORTS531,SPORTS531C,"Nyamba Non-Slip Pilates Ballet Sport Socks","Nyamba Non-Slip Pilates Ballet Sport Socks","Nyamba Non-Slip Pilates Ballet Sport Socks | Gracefully hit every Pilates/fitness step with these non-slip socks designed for improving your stability (with their grippy bottom)., Because comfort starts with your feet, we focused on support, grip and comfort when designing these socks so that you can enjoy yourself while exercising at the gym or relaxing at home!, Grip, The grip has been improved with non-slip dots on the sole., Breathability, Cotton promotes ventilation to help keep you dry., Softness, You can expect natural comfort and softness from the cotton fibres., Stability, Thank their elastic: these socks won't miss a beat.","Nyamba Non-Slip Pilates Ballet Sport Socks | Gracefully hit every Pilates/fitness step with these non-slip socks designed for improving your stability (with their grippy bottom)., Because comfort starts with your feet, we focused on support, grip and comfort when designing these socks so that you can enjoy yourself while exercising at the gym or relaxing at home!, Grip, The grip has been improved with non-slip dots on the sole., Breathability, Cotton promotes ventilation to help keep you dry., Softness, You can expect natural comfort and softness from the cotton fibres., Stability, Thank their elastic: these socks won't miss a beat.",1,1,0
SPORTS532,SPORTS532C,"Domyos 500, Fitness Cardio Training Tank Top, Men's","Domyos 500, Fitness Cardio Training Tank Top, Men's","Domyos 500, Fitness Cardio Training Tank Top, Men's | For training regularly and reaching your goals., This model has a modern and sporty design. The stretchy, breathable fabric makes it a technical tank top that will help you reach your goals., Moisture wicking, Breathable fabric that offers effective moisture management to keep you dry., Freedom of movement, 360° technology with a special cut and fabric for total freedom of movement., Ventilation, Micro-perforated back for even more ventilation., Quick dry, To make your life easier, this product dries quickly and needs no ironing.","Domyos 500, Fitness Cardio Training Tank Top, Men's | For training regularly and reaching your goals., This model has a modern and sporty design. The stretchy, breathable fabric makes it a technical tank top that will help you reach your goals., Moisture wicking, Breathable fabric that offers effective moisture management to keep you dry., Freedom of movement, 360° technology with a special cut and fabric for total freedom of movement., Ventilation, Micro-perforated back for even more ventilation., Quick dry, To make your life easier, this product dries quickly and needs no ironing.",1,1,0
SPORTS533,SPORTS533C,"Van Rysel 900, Sport Red Cycling Socks, Adult","Van Rysel 900, Sport Red Cycling Socks, Adult","Van Rysel 900, Sport Red Cycling Socks, Adult | The existence of high-level cycling enabled us to develop high-quality technical socks that go up to the base of the calf., Socks developed in Italy at the request of cycling enthusiasts. Socks successfully worn and tested in 2017 and 2018 by the racers in the B'Twin - AG2R La Mondiale U19 team., Moisture wicking, Very thin material providing better moisture management., Stability, Elasticated band at the ankle, arch of foot AND tibia., Lightweight, Lightweight socks for a better feel when pushing down on the pedal.","Van Rysel 900, Sport Red Cycling Socks, Adult | The existence of high-level cycling enabled us to develop high-quality technical socks that go up to the base of the calf., Socks developed in Italy at the request of cycling enthusiasts. Socks successfully worn and tested in 2017 and 2018 by the racers in the B'Twin - AG2R La Mondiale U19 team., Moisture wicking, Very thin material providing better moisture management., Stability, Elasticated band at the ankle, arch of foot AND tibia., Lightweight, Lightweight socks for a better feel when pushing down on the pedal.",1,1,0
SPORTS534,SPORTS534C,"Domyos FTS920, Cardio Workout T-Shirt, Men's","Domyos FTS920, Cardio Workout T-Shirt, Men's","Domyos FTS920, Cardio Workout T-Shirt, Men's | For HIIT workout and circuit training enthusiasts. For those who always want to get in just 1 more rep., The lightest and most breathable T-shirt in the range. Thanks to the very lightweight fabric (barely 3.9 oz for the main fabric) you'll feel incredibly comfortable when you wear it., Moisture wicking, Breathable, quick-drying fabric keeps you dry., Freedom of movement, 360° concept with a special cut and fabric for total freedom of movement., Lightweight, A T-shirt that is twice as light as a classic cotton T-shirt., Ventilation, We added a mesh panel so you stay dry., Odor control, Say goodbye to unpleasant odors thanks to the special fabrics","Domyos FTS920, Cardio Workout T-Shirt, Men's | For HIIT workout and circuit training enthusiasts. For those who always want to get in just 1 more rep., The lightest and most breathable T-shirt in the range. Thanks to the very lightweight fabric (barely 3.9 oz for the main fabric) you'll feel incredibly comfortable when you wear it., Moisture wicking, Breathable, quick-drying fabric keeps you dry., Freedom of movement, 360° concept with a special cut and fabric for total freedom of movement., Lightweight, A T-shirt that is twice as light as a classic cotton T-shirt., Ventilation, We added a mesh panel so you stay dry., Odor control, Say goodbye to unpleasant odors thanks to the special fabrics",1,1,0
SPORTS535,SPORTS535C,"Breathable Athletic Hoodie Sweatshirt, Men’s","Breathable Athletic Hoodie Sweatshirt, Men’s","Breathable Athletic Hoodie Sweatshirt, Men’s | A super soft and comfy sweatshirt at an unbeatable price. Perfect for working out in cool weather or when you want an extra layer., For heading to the gym or when starting an outdoor workout, sometimes you just need a comfy hooded sweatshirt. This breathable sweatshirt is super soft against the skin and comes in several colors., Freedom of movement, Stretchy fabric for ease., Moisture wicking, The fabric wicks away perspiration and dries quickly., Ecodesign, Product made from recycled polyester to limit the impact on the planet.","Breathable Athletic Hoodie Sweatshirt, Men’s | A super soft and comfy sweatshirt at an unbeatable price. Perfect for working out in cool weather or when you want an extra layer., For heading to the gym or when starting an outdoor workout, sometimes you just need a comfy hooded sweatshirt. This breathable sweatshirt is super soft against the skin and comes in several colors., Freedom of movement, Stretchy fabric for ease., Moisture wicking, The fabric wicks away perspiration and dries quickly., Ecodesign, Product made from recycled polyester to limit the impact on the planet.",1,1,0
